   -0.760382    -1.402208    -1.829531    -0.703849     3.507925     1.808985     0.706591     2.931603  2
    1.642706     3.235310     2.568353     3.402747    -0.124437    -1.204978     0.495072    -0.439059  1
   -0.173497     0.718821    -1.385511    -1.747835    -1.740331    -1.649500    -0.686033     0.087323  2
   -0.769870    -0.715284    -0.562004    -0.681509     2.759229     3.525323     2.855553     3.479580  2
   -0.351657    -2.163893    -0.731695    -1.723086     3.197145     3.680507     2.717670     4.011955  2
   -1.858486    -2.011066    -1.495264    -1.731300     2.550974     1.902319     2.735382     2.714380  2
   -2.234644    -1.894801    -2.955490    -0.731374     1.540318     1.592447     2.276457     1.749924  2
    2.316117    -0.189286     0.241830     1.453877    -0.260710    -1.535797    -1.248476    -1.262752  1
   -1.683903    -0.683356    -1.735240    -1.172185     1.888069     0.634393     1.650794     2.133715  2
    0.606677     2.002360     1.226847     2.110390    -1.714553    -2.041594     0.042293    -0.890251  1
    1.114841     2.102120     2.063143     2.903963    -0.491506    -0.646066    -1.805546    -0.562409  1
    1.746407     3.182666     1.863173     1.965290    -1.035188    -0.753799    -0.425282    -0.441014  1
   -0.913244     0.589748     1.165747     0.559225    -1.791612     0.098089    -1.709161    -0.168577  1
   -0.952334    -1.712178    -1.819186    -0.974386     2.561773     2.467995     2.042923     2.984884  2
    1.036966    -0.469955    -0.337626    -0.499443     1.780506     3.021365     2.122131     2.052198  2
   -1.049045    -0.776340    -0.865306    -1.773610     1.173410     0.870440     0.984412     1.531921  2
   -1.650846    -1.515926    -1.766894    -3.207970     2.709412     3.607809     4.724380     3.642726  2
   -0.752831    -1.025090    -0.438570    -0.500667     1.451782     1.143772     2.023894     1.127606  2
   -0.214595    -1.288215    -2.053966    -1.424716     0.174232     1.592127     0.258918     0.195770  2
   -0.789408    -2.222045    -1.644812    -0.576495     1.604690     1.840428     1.817609     1.630709  2
   -1.346424    -2.911609    -2.648786    -1.550624     4.182595     2.589959     2.349868     4.491395  2
    4.180775     1.548392     3.320930     3.076068    -1.902391    -0.698006     0.057825    -0.970076  1
    3.295505     2.653121     2.333642     1.570051    -0.880943    -2.831963    -2.022602    -1.513342  1
    0.513702    -0.412575    -0.381327    -0.085000     0.736009     2.216784     2.592549     1.502572  2
   -0.258191     0.857176     1.186922    -0.136779    -0.385853    -2.010806    -0.788021    -1.452025  1
    0.188487    -0.434796     0.093082     1.049852    -1.225429    -1.309087    -0.995271    -0.785197  1
   -1.753431    -0.324190    -1.551924    -1.764550     1.438651     1.889038     2.714104     3.732384  2
   -0.956839    -0.245425    -1.621160    -1.281158     3.001994     2.732697     1.364624     1.776555  2
    3.528602     2.810764     3.700883     3.778546    -2.091166    -2.929130    -0.622369    -1.920841  1
    2.431022     2.887217     3.575234     2.838888    -0.543553    -0.303810    -1.193904    -2.089859  1
   -1.209764    -2.012989    -2.021612    -1.883336     2.336816     1.475607     2.366804     1.848950  2
   -0.421512    -1.857502    -0.902821    -2.122567     1.450144     2.040290     2.298702     2.355232  2
   -1.681096    -0.648993    -1.852670    -0.108266     1.424998     1.713710     2.168037     1.225126  2
   -1.834390     0.172678    -1.825190    -1.637475     0.649235     1.039625     0.388317     0.974664  2
    0.170230    -0.688988    -1.069238    -0.593893     1.134454     2.495776     2.216245     0.839377  2
   -2.374351    -1.966010    -3.173296    -2.261991     2.565444     0.492906     0.918623     0.508486  2
   -0.011377     1.257051     0.289303     0.508172     2.198547     2.877613     1.059620     1.513043  2
   -1.601665    -1.951035    -1.214175     0.291465     2.333816     1.172273     1.349458     2.230171  2
   -1.420451    -1.337036    -2.652771    -0.331422     0.939670     1.297043     0.507804     2.405020  2
    2.756886     1.794337     2.130699     2.621531    -1.934287    -1.431555    -1.137443    -0.880904  1
    4.403469     3.114288     2.950110     2.636678    -2.228288    -1.115735    -2.063423    -0.599584  1
    0.966805     0.879107     2.320329    -0.020385    -0.639580    -0.745030    -0.522452     1.156048  1
    1.685774     5.050639     2.834382     1.690188    -2.177535    -3.422338    -0.967920    -1.432870  1
    0.851495     0.910646     0.814888     0.205244    -0.545087    -0.771125    -0.129723    -1.485416  1
    3.665501     2.332546     2.794377     2.822200    -0.785596    -0.367927    -0.853192    -0.865043  1
   -0.604504     0.328486    -0.762404     1.124364    -2.382360    -1.884355    -2.083135    -1.570666  1
    0.415199     2.077672     1.612059     2.409241     0.213319    -0.674946    -0.436207    -1.185783  1
